# lap_count, lap_success, laptime, completion, delay time, NA, NA, Computation_time
35.000000 ,0.000000  ,4.880000  ,12.820000 ,30.000000 ,0.000000  ,0.000000  ,3.133800  
36.000000 ,0.000000  ,4.880000  ,12.820000 ,30.000000 ,0.000000  ,0.000000  ,3.127542  
37.000000 ,0.000000  ,4.880000  ,12.820000 ,30.000000 ,0.000000  ,0.000000  ,3.153703  
38.000000 ,0.000000  ,4.880000  ,12.820000 ,30.000000 ,0.000000  ,0.000000  ,3.156954  
39.000000 ,0.000000  ,4.880000  ,12.820000 ,30.000000 ,0.000000  ,0.000000  ,3.146709  
40.000000 ,0.000000  ,4.880000  ,12.820000 ,30.000000 ,0.000000  ,0.000000  ,3.170250  
41.000000 ,0.000000  ,13.520000 ,37.770000 ,40.000000 ,0.000000  ,0.000000  ,9.858066  
42.000000 ,0.000000  ,13.520000 ,37.770000 ,40.000000 ,0.000000  ,0.000000  ,9.842080  
43.000000 ,0.000000  ,13.520000 ,37.770000 ,40.000000 ,0.000000  ,0.000000  ,9.821962  
44.000000 ,0.000000  ,13.520000 ,37.770000 ,40.000000 ,0.000000  ,0.000000  ,9.836164  
45.000000 ,0.000000  ,13.520000 ,37.770000 ,40.000000 ,0.000000  ,0.000000  ,9.868285  
46.000000 ,0.000000  ,13.520000 ,37.770000 ,40.000000 ,0.000000  ,0.000000  ,9.827885  
47.000000 ,0.000000  ,13.520000 ,37.770000 ,40.000000 ,0.000000  ,0.000000  ,9.823768  
48.000000 ,0.000000  ,13.520000 ,37.770000 ,40.000000 ,0.000000  ,0.000000  ,9.848671  
49.000000 ,0.000000  ,13.520000 ,37.770000 ,40.000000 ,0.000000  ,0.000000  ,9.794816  
50.000000 ,0.000000  ,13.520000 ,37.770000 ,40.000000 ,0.000000  ,0.000000  ,9.782007  
51.000000 ,0.000000  ,16.400000 ,37.570000 ,50.000000 ,0.000000  ,0.000000  ,13.582407 
52.000000 ,0.000000  ,16.400000 ,37.570000 ,50.000000 ,0.000000  ,0.000000  ,13.587237 
53.000000 ,0.000000  ,16.400000 ,37.570000 ,50.000000 ,0.000000  ,0.000000  ,13.560297 
54.000000 ,0.000000  ,16.400000 ,37.570000 ,50.000000 ,0.000000  ,0.000000  ,13.590848 
55.000000 ,0.000000  ,16.400000 ,37.570000 ,50.000000 ,0.000000  ,0.000000  ,13.622780 
56.000000 ,0.000000  ,16.400000 ,37.570000 ,50.000000 ,0.000000  ,0.000000  ,13.610071 
57.000000 ,0.000000  ,16.400000 ,37.570000 ,50.000000 ,0.000000  ,0.000000  ,13.583641 
58.000000 ,0.000000  ,16.400000 ,37.570000 ,50.000000 ,0.000000  ,0.000000  ,13.596227 
59.000000 ,0.000000  ,16.400000 ,37.570000 ,50.000000 ,0.000000  ,0.000000  ,13.682534 
60.000000 ,0.000000  ,16.400000 ,37.570000 ,50.000000 ,0.000000  ,0.000000  ,13.670797 
61.000000 ,0.000000  ,4.800000  ,13.110000 ,60.000000 ,0.000000  ,0.000000  ,3.213259  
62.000000 ,0.000000  ,11.200000 ,29.030000 ,60.000000 ,0.000000  ,0.000000  ,8.249903  
63.000000 ,0.000000  ,4.800000  ,13.110000 ,60.000000 ,0.000000  ,0.000000  ,3.227789  
64.000000 ,0.000000  ,4.800000  ,13.110000 ,60.000000 ,0.000000  ,0.000000  ,3.239716  
65.000000 ,0.000000  ,4.800000  ,13.110000 ,60.000000 ,0.000000  ,0.000000  ,3.168911  
66.000000 ,0.000000  ,4.800000  ,13.110000 ,60.000000 ,0.000000  ,0.000000  ,3.174335  
67.000000 ,0.000000  ,4.800000  ,13.110000 ,60.000000 ,0.000000  ,0.000000  ,3.192037  
68.000000 ,0.000000  ,4.800000  ,13.110000 ,60.000000 ,0.000000  ,0.000000  ,3.194861  
69.000000 ,0.000000  ,4.800000  ,13.110000 ,60.000000 ,0.000000  ,0.000000  ,3.188598  
70.000000 ,0.000000  ,4.800000  ,13.110000 ,60.000000 ,0.000000  ,0.000000  ,3.197799  
71.000000 ,0.000000  ,11.880000 ,29.810000 ,70.000000 ,0.000000  ,0.000000  ,9.147939  
72.000000 ,0.000000  ,11.880000 ,29.810000 ,70.000000 ,0.000000  ,0.000000  ,9.216019  
73.000000 ,0.000000  ,11.880000 ,29.810000 ,70.000000 ,0.000000  ,0.000000  ,9.215044  
74.000000 ,0.000000  ,11.880000 ,29.810000 ,70.000000 ,0.000000  ,0.000000  ,9.163505  
75.000000 ,0.000000  ,11.880000 ,29.810000 ,70.000000 ,0.000000  ,0.000000  ,9.208905  
76.000000 ,0.000000  ,11.880000 ,29.810000 ,70.000000 ,0.000000  ,0.000000  ,9.190260  
77.000000 ,0.000000  ,11.880000 ,29.810000 ,70.000000 ,0.000000  ,0.000000  ,9.203967  
78.000000 ,0.000000  ,11.880000 ,29.810000 ,70.000000 ,0.000000  ,0.000000  ,9.119484  
79.000000 ,0.000000  ,11.880000 ,29.810000 ,70.000000 ,0.000000  ,0.000000  ,9.154346  
80.000000 ,0.000000  ,11.880000 ,29.810000 ,70.000000 ,0.000000  ,0.000000  ,9.196858  
81.000000 ,0.000000  ,3.760000  ,10.100000 ,80.000000 ,0.000000  ,0.000000  ,2.142287  
82.000000 ,0.000000  ,3.760000  ,10.100000 ,80.000000 ,0.000000  ,0.000000  ,2.125982  
83.000000 ,0.000000  ,3.760000  ,10.100000 ,80.000000 ,0.000000  ,0.000000  ,2.129755  
84.000000 ,0.000000  ,3.760000  ,10.100000 ,80.000000 ,0.000000  ,0.000000  ,2.102530  
85.000000 ,0.000000  ,3.760000  ,10.100000 ,80.000000 ,0.000000  ,0.000000  ,2.150697  
86.000000 ,0.000000  ,3.760000  ,10.100000 ,80.000000 ,0.000000  ,0.000000  ,2.130324  
87.000000 ,0.000000  ,3.760000  ,10.100000 ,80.000000 ,0.000000  ,0.000000  ,2.150602  
88.000000 ,0.000000  ,3.760000  ,10.100000 ,80.000000 ,0.000000  ,0.000000  ,2.127920  
89.000000 ,0.000000  ,3.760000  ,10.100000 ,80.000000 ,0.000000  ,0.000000  ,2.140386  
90.000000 ,0.000000  ,3.760000  ,10.100000 ,80.000000 ,0.000000  ,0.000000  ,2.132329  
91.000000 ,0.000000  ,12.160000 ,29.030000 ,90.000000 ,0.000000  ,0.000000  ,9.522194  
92.000000 ,0.000000  ,12.160000 ,29.030000 ,90.000000 ,0.000000  ,0.000000  ,9.478313  
93.000000 ,0.000000  ,12.160000 ,29.030000 ,90.000000 ,0.000000  ,0.000000  ,9.467418  
94.000000 ,0.000000  ,12.160000 ,29.030000 ,90.000000 ,0.000000  ,0.000000  ,9.494982  
95.000000 ,0.000000  ,3.720000  ,10.100000 ,90.000000 ,0.000000  ,0.000000  ,1.738244  
96.000000 ,0.000000  ,12.160000 ,29.030000 ,90.000000 ,0.000000  ,0.000000  ,9.538513  
97.000000 ,0.000000  ,12.160000 ,29.030000 ,90.000000 ,0.000000  ,0.000000  ,9.491131  
98.000000 ,0.000000  ,12.160000 ,29.030000 ,90.000000 ,0.000000  ,0.000000  ,9.538924  
99.000000 ,0.000000  ,12.160000 ,29.030000 ,90.000000 ,0.000000  ,0.000000  ,9.498400  
100.000000,0.000000  ,12.160000 ,29.030000 ,90.000000 ,0.000000  ,0.000000  ,9.526975  
