# lap_count, lap_success, laptime, completion, delay time, NA, NA, Computation_time
22.000000 ,1.000000  ,28.720000 ,99.780000 ,20.000000 ,0.000000  ,0.000000  ,19.285619 
23.000000 ,1.000000  ,28.720000 ,99.780000 ,20.000000 ,0.000000  ,0.000000  ,19.190557 
24.000000 ,1.000000  ,28.720000 ,99.780000 ,20.000000 ,0.000000  ,0.000000  ,19.270052 
25.000000 ,1.000000  ,28.720000 ,99.780000 ,20.000000 ,0.000000  ,0.000000  ,19.322319 
26.000000 ,1.000000  ,28.720000 ,99.780000 ,20.000000 ,0.000000  ,0.000000  ,19.265258 
27.000000 ,1.000000  ,28.720000 ,99.780000 ,20.000000 ,0.000000  ,0.000000  ,19.266349 
28.000000 ,1.000000  ,28.720000 ,99.780000 ,20.000000 ,0.000000  ,0.000000  ,19.270969 
29.000000 ,1.000000  ,28.720000 ,99.780000 ,20.000000 ,0.000000  ,0.000000  ,19.417278 
30.000000 ,1.000000  ,28.720000 ,99.780000 ,20.000000 ,0.000000  ,0.000000  ,19.194904 
31.000000 ,1.000000  ,29.400000 ,100.000000,30.000000 ,0.000000  ,0.000000  ,19.759702 
32.000000 ,1.000000  ,29.400000 ,100.000000,30.000000 ,0.000000  ,0.000000  ,19.725679 
33.000000 ,1.000000  ,29.400000 ,100.000000,30.000000 ,0.000000  ,0.000000  ,19.753449 
34.000000 ,1.000000  ,29.400000 ,100.000000,30.000000 ,0.000000  ,0.000000  ,19.735069 
35.000000 ,1.000000  ,29.400000 ,100.000000,30.000000 ,0.000000  ,0.000000  ,19.725941 
36.000000 ,1.000000  ,29.400000 ,100.000000,30.000000 ,0.000000  ,0.000000  ,19.864905 
37.000000 ,1.000000  ,29.400000 ,100.000000,30.000000 ,0.000000  ,0.000000  ,19.736925 
38.000000 ,1.000000  ,29.400000 ,100.000000,30.000000 ,0.000000  ,0.000000  ,19.734846 
39.000000 ,1.000000  ,29.400000 ,100.000000,30.000000 ,0.000000  ,0.000000  ,19.775401 
40.000000 ,1.000000  ,29.400000 ,100.000000,30.000000 ,0.000000  ,0.000000  ,19.793085 
41.000000 ,1.000000  ,29.360000 ,100.000000,40.000000 ,0.000000  ,0.000000  ,19.277951 
42.000000 ,1.000000  ,29.360000 ,100.000000,40.000000 ,0.000000  ,0.000000  ,19.390388 
43.000000 ,1.000000  ,29.360000 ,100.000000,40.000000 ,0.000000  ,0.000000  ,19.259064 
44.000000 ,1.000000  ,29.360000 ,100.000000,40.000000 ,0.000000  ,0.000000  ,19.313107 
45.000000 ,1.000000  ,29.360000 ,100.000000,40.000000 ,0.000000  ,0.000000  ,19.290982 
46.000000 ,1.000000  ,29.360000 ,100.000000,40.000000 ,0.000000  ,0.000000  ,19.183995 
47.000000 ,1.000000  ,29.360000 ,100.000000,40.000000 ,0.000000  ,0.000000  ,19.215874 
48.000000 ,1.000000  ,29.360000 ,100.000000,40.000000 ,0.000000  ,0.000000  ,19.328767 
49.000000 ,1.000000  ,29.360000 ,100.000000,40.000000 ,0.000000  ,0.000000  ,19.348224 
50.000000 ,1.000000  ,29.360000 ,100.000000,40.000000 ,0.000000  ,0.000000  ,19.225159 
51.000000 ,1.000000  ,29.920000 ,100.000000,50.000000 ,0.000000  ,0.000000  ,20.601010 
52.000000 ,1.000000  ,29.920000 ,100.000000,50.000000 ,0.000000  ,0.000000  ,20.616792 
53.000000 ,1.000000  ,29.920000 ,100.000000,50.000000 ,0.000000  ,0.000000  ,21.139649 
54.000000 ,1.000000  ,29.920000 ,100.000000,50.000000 ,0.000000  ,0.000000  ,20.763172 
55.000000 ,1.000000  ,29.920000 ,100.000000,50.000000 ,0.000000  ,0.000000  ,20.626037 
56.000000 ,1.000000  ,29.920000 ,100.000000,50.000000 ,0.000000  ,0.000000  ,20.658932 
57.000000 ,1.000000  ,29.920000 ,100.000000,50.000000 ,0.000000  ,0.000000  ,20.540120 
58.000000 ,1.000000  ,29.920000 ,100.000000,50.000000 ,0.000000  ,0.000000  ,20.557027 
59.000000 ,1.000000  ,29.920000 ,100.000000,50.000000 ,0.000000  ,0.000000  ,20.896290 
60.000000 ,1.000000  ,29.920000 ,100.000000,50.000000 ,0.000000  ,0.000000  ,20.747475 
61.000000 ,1.000000  ,29.600000 ,100.000000,60.000000 ,0.000000  ,0.000000  ,18.826712 
62.000000 ,0.000000  ,13.880000 ,43.330000 ,60.000000 ,0.000000  ,0.000000  ,9.715961  
63.000000 ,1.000000  ,29.600000 ,100.000000,60.000000 ,0.000000  ,0.000000  ,18.764453 
64.000000 ,0.000000  ,13.880000 ,43.330000 ,60.000000 ,0.000000  ,0.000000  ,9.728266  
65.000000 ,1.000000  ,29.600000 ,100.000000,60.000000 ,0.000000  ,0.000000  ,18.808037 
66.000000 ,0.000000  ,13.880000 ,43.330000 ,60.000000 ,0.000000  ,0.000000  ,9.729376  
67.000000 ,1.000000  ,29.600000 ,100.000000,60.000000 ,0.000000  ,0.000000  ,18.857771 
68.000000 ,0.000000  ,13.880000 ,43.330000 ,60.000000 ,0.000000  ,0.000000  ,10.086176 
69.000000 ,1.000000  ,29.600000 ,100.000000,60.000000 ,0.000000  ,0.000000  ,18.880313 
70.000000 ,0.000000  ,13.880000 ,43.330000 ,60.000000 ,0.000000  ,0.000000  ,9.721272  
71.000000 ,1.000000  ,29.640000 ,100.000000,70.000000 ,0.000000  ,0.000000  ,19.355159 
72.000000 ,1.000000  ,29.000000 ,99.780000 ,70.000000 ,0.000000  ,0.000000  ,19.631990 
73.000000 ,1.000000  ,29.000000 ,99.780000 ,70.000000 ,0.000000  ,0.000000  ,19.469269 
74.000000 ,1.000000  ,29.000000 ,99.780000 ,70.000000 ,0.000000  ,0.000000  ,19.506887 
75.000000 ,1.000000  ,29.000000 ,99.780000 ,70.000000 ,0.000000  ,0.000000  ,19.486150 
76.000000 ,1.000000  ,29.000000 ,99.780000 ,70.000000 ,0.000000  ,0.000000  ,19.477451 
77.000000 ,1.000000  ,29.000000 ,99.780000 ,70.000000 ,0.000000  ,0.000000  ,19.607681 
78.000000 ,1.000000  ,29.000000 ,99.780000 ,70.000000 ,0.000000  ,0.000000  ,19.482933 
79.000000 ,1.000000  ,29.000000 ,99.780000 ,70.000000 ,0.000000  ,0.000000  ,19.462214 
80.000000 ,1.000000  ,29.000000 ,99.780000 ,70.000000 ,0.000000  ,0.000000  ,19.430738 
81.000000 ,1.000000  ,29.720000 ,99.780000 ,80.000000 ,0.000000  ,0.000000  ,19.297294 
82.000000 ,1.000000  ,29.720000 ,99.780000 ,80.000000 ,0.000000  ,0.000000  ,19.327552 
83.000000 ,1.000000  ,29.720000 ,99.780000 ,80.000000 ,0.000000  ,0.000000  ,19.272053 
84.000000 ,1.000000  ,29.720000 ,99.780000 ,80.000000 ,0.000000  ,0.000000  ,19.332155 
85.000000 ,1.000000  ,29.720000 ,99.780000 ,80.000000 ,0.000000  ,0.000000  ,19.342813 
86.000000 ,1.000000  ,29.720000 ,99.780000 ,80.000000 ,0.000000  ,0.000000  ,19.518045 
87.000000 ,1.000000  ,29.720000 ,99.780000 ,80.000000 ,0.000000  ,0.000000  ,19.475876 
88.000000 ,1.000000  ,29.720000 ,99.780000 ,80.000000 ,0.000000  ,0.000000  ,19.497771 
89.000000 ,1.000000  ,29.720000 ,99.780000 ,80.000000 ,0.000000  ,0.000000  ,19.531235 
90.000000 ,1.000000  ,29.720000 ,99.780000 ,80.000000 ,0.000000  ,0.000000  ,19.451322 
91.000000 ,1.000000  ,30.240000 ,99.780000 ,90.000000 ,0.000000  ,0.000000  ,21.559173 
92.000000 ,1.000000  ,30.240000 ,99.780000 ,90.000000 ,0.000000  ,0.000000  ,21.648971 
93.000000 ,1.000000  ,30.240000 ,99.780000 ,90.000000 ,0.000000  ,0.000000  ,21.701672 
94.000000 ,1.000000  ,30.240000 ,99.780000 ,90.000000 ,0.000000  ,0.000000  ,21.476464 
95.000000 ,1.000000  ,30.240000 ,99.780000 ,90.000000 ,0.000000  ,0.000000  ,21.482461 
96.000000 ,1.000000  ,30.240000 ,99.780000 ,90.000000 ,0.000000  ,0.000000  ,21.445779 
97.000000 ,1.000000  ,30.240000 ,99.780000 ,90.000000 ,0.000000  ,0.000000  ,21.504843 
98.000000 ,1.000000  ,30.240000 ,99.780000 ,90.000000 ,0.000000  ,0.000000  ,21.551278 
99.000000 ,1.000000  ,30.240000 ,99.780000 ,90.000000 ,0.000000  ,0.000000  ,21.554705 
100.000000,1.000000  ,30.240000 ,99.780000 ,90.000000 ,0.000000  ,0.000000  ,21.554549 
